Tahun,Bulan,Provinsi,Konsumsi Listrik Rumah Tangga (GWh),Konsumsi Listrik per Kapita (kWh)
2017,2,Provinsi_32,225.32,987.61
2017,2,Provinsi_33,336.05,1145.48
2017,2,Provinsi_34,446.36,1100.56
2017,3,Provinsi_1,253.93,1143.46
2017,3,Provinsi_2,312.16,1152.98
2017,3,Provinsi_3,330.62,1102.14
2017,3,Provinsi_4,230.92,1020.18
2017,3,Provinsi_5,188.82,1148.19
2017,3,Provinsi_6,284.95,1136.86
2017,3,Provinsi_7,362.17,1322.8
2017,3,Provinsi_8,283.26,1020.61
2017,3,Provinsi_9,271.66,1140.02
2017,3,Provinsi_10,267.14,1130.23
2017,3,Provinsi_11,267.33,1161.35
2017,3,Provinsi_12,268.22,1220.83
2017,3,Provinsi_13,318.02,1108.94
2017,3,Provinsi_14,363.55,1101.99
2017,3,Provinsi_15,219.11,1238.08
2017,3,Provinsi_16,259.13,1232.13
2017,3,Provinsi_17,179.82,1339.25
2017,3,Provinsi_18,333.61,1049.95
2017,3,Provinsi_19,226.06,1367.23
2017,3,Provinsi_20,263.13,1116.58
2017,3,Provinsi_21,186.7,1164.92
2017,3,Provinsi_22,288.61,1271.55
2017,3,Provinsi_23,230.05,1047.97
2017,3,Provinsi_24,322.55,1300.67
2017,3,Provinsi_25,221.44,1308.15
2017,3,Provinsi_26,301.88,1309.18
2017,3,Provinsi_27,296.49,947.77
2017,3,Provinsi_28,292.4,1306.01
2017,3,Provinsi_29,255.31,1161.2
2017,3,Provinsi_30,291.19,910.05
2017,3,Provinsi_31,383.57,1109.86
2017,3,Provinsi_32,325.29,1191.33
2017,3,Provinsi_33,362.88,1240.61
2017,3,Provinsi_34,288.25,1110.65
2017,4,Provinsi_1,339.89,1012.66
2017,4,Provinsi_2,332.29,1090.1
2017,4,Provinsi_3,362.61,1216.13
2017,4,Provinsi_4,332.21,1208.2
2017,4,Provinsi_5,212.38,1113.93
2017,4,Provinsi_6,333.62,1216.67
2017,4,Provinsi_7,359.05,1240.33
2017,4,Provinsi_8,251.66,1120.39
2017,4,Provinsi_9,305.15,968.6
2017,4,Provinsi_10,383.67,1244.17
2017,4,Provinsi_11,361.35,1041.94
2017,4,Provinsi_12,362.23,1423.15
2017,4,Provinsi_13,233.96,1277.14
2017,4,Provinsi_14,300.06,1045.56
2017,4,Provinsi_15,324.64,1283.36
2017,4,Provinsi_16,269.94,1316.59
2017,4,Provinsi_17,216.66,1050.52
2017,4,Provinsi_18,306.83,1202.54
2017,4,Provinsi_19,264.17,1280.96
2017,4,Provinsi_20,326.54,1285.81
2017,4,Provinsi_21,293.84,1260.26
2017,4,Provinsi_22,277.72,1405.38
2017,4,Provinsi_23,259.37,1410.53
2017,4,Provinsi_24,301.74,1062.45
2017,4,Provinsi_25,368.4,1212.59
2017,4,Provinsi_26,342.56,1322.39
2017,4,Provinsi_27,316.9,1140.78
2017,4,Provinsi_28,348.79,1200.08
2017,4,Provinsi_29,334.29,984.63
2017,4,Provinsi_30,322.35,1136.14
2017,4,Provinsi_31,382.67,1262.31
2017,4,Provinsi_32,311.99,1248.63
2017,4,Provinsi_33,250.08,1362.33
2017,4,Provinsi_34,399.57,1239.29
2017,5,Provinsi_1,379.52,1143.09
2017,5,Provinsi_2,260.14,1204.09
2017,5,Provinsi_3,321.75,1160.6
2017,5,Provinsi_4,326.89,1230.64
2017,5,Provinsi_5,250.08,1251.88
2017,5,Provinsi_6,343.18,1217.15
2017,5,Provinsi_7,357.63,1078.26
2017,5,Provinsi_8,323.4,1082.97
2017,5,Provinsi_9,244.3,1136.91
2017,5,Provinsi_10,252.9,1145.2
2017,5,Provinsi_11,289.29,1283.72
2017,5,Provinsi_12,283.94,1041.44
2017,5,Provinsi_13,357,1116.29
2017,5,Provinsi_14,297.06,1244.65
2017,5,Provinsi_15,309.98,1309.42
2017,5,Provinsi_16,323.95,1113.87
2017,5,Provinsi_17,408.93,1219.43
2017,5,Provinsi_18,292.63,1296.39
2017,5,Provinsi_19,312.47,1239.92
2017,5,Provinsi_20,424.61,1172.49
2017,5,Provinsi_21,284.11,1211.66
2017,5,Provinsi_22,353.58,1049.35
2017,5,Provinsi_23,201.72,1141.29
2017,5,Provinsi_24,218.3,1157.52
2017,5,Provinsi_25,325.12,1110.93
2017,5,Provinsi_26,228.66,1206.93
2017,5,Provinsi_27,343.13,1030.5
2017,5,Provinsi_28,341.01,1281.73
2017,5,Provinsi_29,347.7,1321.85
2017,5,Provinsi_30,410.1,1164.39
2017,5,Provinsi_31,305.48,1158.36
2017,5,Provinsi_32,300.1,1353.29
2017,5,Provinsi_33,232.75,1113.9
2017,5,Provinsi_34,368.86,1302
2017,6,Provinsi_1,281.84,1285.44
2017,6,Provinsi_2,317.06,1350.03
2017,6,Provinsi_3,303.73,1302.56
2017,6,Provinsi_4,432.1,1259.81
2017,6,Provinsi_5,302.47,1272.24
2017,6,Provinsi_6,281.74,1438.8
2017,6,Provinsi_7,309,1172.71
2017,6,Provinsi_8,258.22,1309.72
2017,6,Provinsi_9,343.36,1150.26
2017,6,Provinsi_10,328.82,1049.14
2017,6,Provinsi_11,309.25,1245.28
2017,6,Provinsi_12,385.37,1122.92
2017,6,Provinsi_13,236.08,1110.46
2017,6,Provinsi_14,233.17,1333.67
2017,6,Provinsi_15,377.43,1232.02
2017,6,Provinsi_16,361.06,1213.4
2017,6,Provinsi_17,295.24,1166.7
2017,6,Provinsi_18,284.48,1045.22
2017,6,Provinsi_19,313.21,1195.97
2017,6,Provinsi_20,337.27,1209.35
2017,6,Provinsi_21,291.86,1112.88
2017,6,Provinsi_22,303.61,1273.82
2017,6,Provinsi_23,242.83,1208.75
2017,6,Provinsi_24,311.65,1128.19
2017,6,Provinsi_25,270.61,1223.06
2017,6,Provinsi_26,243.33,1234.99
2017,6,Provinsi_27,255.23,1306.29
2017,6,Provinsi_28,416.89,1113.92
2017,6,Provinsi_29,326.71,1127.33
2017,6,Provinsi_30,352.05,1073.47
2017,6,Provinsi_31,324.03,1112.7
2017,6,Provinsi_32,289.65,1096.9
2017,6,Provinsi_33,341.12,1116.3
2017,6,Provinsi_34,327.6,1165.59
2017,7,Provinsi_1,294.28,1214.78
2017,7,Provinsi_2,261.91,1221.04
2017,7,Provinsi_3,376.52,1122.19
2017,7,Provinsi_4,358.59,1349.81
2017,7,Provinsi_5,259.19,1054.49
2017,7,Provinsi_6,315.1,1145.26
2017,7,Provinsi_7,393.43,1203.48
2017,7,Provinsi_8,259.89,1085.28
2017,7,Provinsi_9,354.5,1142.88
2017,7,Provinsi_10,302.19,1295.58
2017,7,Provinsi_11,275.79,1195.41
2017,7,Provinsi_12,299.17,1268.33
2017,7,Provinsi_13,329.54,1177.99
2017,7,Provinsi_14,303.18,1162.82
2017,7,Provinsi_15,226.12,1225.76
2017,7,Provinsi_16,394.61,1111.63
2017,7,Provinsi_17,261.35,1112.93
2017,7,Provinsi_18,336.23,1244.85
2017,7,Provinsi_19,292.07,1108.2
2017,7,Provinsi_20,304.62,1043.54
2017,7,Provinsi_21,307.17,1287.15
2017,7,Provinsi_22,237.44,1046.75
2017,7,Provinsi_23,378.97,1138.82
2017,7,Provinsi_24,356.8,1184.6
2017,7,Provinsi_25,291.9,1243.84
2017,7,Provinsi_26,255.8,1213.25
2017,7,Provinsi_27,280.93,1067.95
2017,7,Provinsi_28,316.87,1173.67
2017,7,Provinsi_29,292.15,1078.98
2017,7,Provinsi_30,379.57,1287.67
2017,7,Provinsi_31,348.21,1169.46
2017,7,Provinsi_32,213.54,1395.29
2017,7,Provinsi_33,296.95,1125.12
2017,7,Provinsi_34,320.84,1316.71
2017,8,Provinsi_1,298.85,1327.86
2017,8,Provinsi_2,354.15,1092.36
2017,8,Provinsi_3,266.31,1295.75
2017,8,Provinsi_4,164.37,1185.05
2017,8,Provinsi_5,228.46,1152.34
2017,8,Provinsi_6,285.06,1164.18
2017,8,Provinsi_7,272.39,1090.29
2017,8,Provinsi_8,414.6,1386.75
2017,8,Provinsi_9,241.9,1358.21
2017,8,Provinsi_10,280.03,1212.92
2017,8,Provinsi_11,296.84,1134.03
2017,8,Provinsi_12,349.19,1212.59
2017,8,Provinsi_13,276.17,1069.54
2017,8,Provinsi_14,255.32,1035.86
2017,8,Provinsi_15,300.61,1080.33
2017,8,Provinsi_16,286.72,1337.01
2017,8,Provinsi_17,359.96,1196.77
2017,8,Provinsi_18,295.65,1387.99
2017,8,Provinsi_19,326.04,1167.22
2017,8,Provinsi_20,228.7,1239.39
2017,8,Provinsi_21,341.47,1136.83
2017,8,Provinsi_22,314.56,1163.64
2017,8,Provinsi_23,290.8,951.22
2017,8,Provinsi_24,288.91,1296.94
2017,8,Provinsi_25,268.43,1205.25
2017,8,Provinsi_26,262.2,1236.04
2017,8,Provinsi_27,289.17,1106.08
2017,8,Provinsi_28,366.63,1292.89
2017,8,Provinsi_29,269.75,1249.78
2017,8,Provinsi_30,326.87,1264.23
2017,8,Provinsi_31,215.29,1300.66
2017,8,Provinsi_32,271.52,1164.22
2017,8,Provinsi_33,431.89,1230.19
2017,8,Provinsi_34,280.68,979.47
2017,9,Provinsi_1,369.49,1065.48
2017,9,Provinsi_2,249.83,1166.86
2017,9,Provinsi_3,370.82,1277.32
2017,9,Provinsi_4,292.11,1230.83
2017,9,Provinsi_5,269.98,1213.97
2017,9,Provinsi_6,303.67,1296.88
2017,9,Provinsi_7,348.36,1249.4
2017,9,Provinsi_8,281.88,1274.18
2017,9,Provinsi_9,295.4,1091.81
2017,9,Provinsi_10,279.84,1208.45
2017,9,Provinsi_11,345.51,1181.65
2017,9,Provinsi_12,239.54,1205.67
2017,9,Provinsi_13,305.67,1218.58
2017,9,Provinsi_14,345.99,1301.89
2017,9,Provinsi_15,270.29,1138.39
2017,9,Provinsi_16,247.99,1269.88
2017,9,Provinsi_17,372.44,1168.49
2017,9,Provinsi_18,287.93,1346.68
2017,9,Provinsi_19,325.28,1243.62
2017,9,Provinsi_20,240.45,1267.87
2017,9,Provinsi_21,253.54,1086.6
2017,9,Provinsi_22,282.66,1141.42
2017,9,Provinsi_23,288.92,1055.9
2017,9,Provinsi_24,347.94,1312.77
2017,9,Provinsi_25,202.63,1297.85
2017,9,Provinsi_26,259.47,1285.7
2017,9,Provinsi_27,296.58,1202.88
2017,9,Provinsi_28,290.75,1321.21
2017,9,Provinsi_29,238.02,1260.78
2017,9,Provinsi_30,355.07,1271.63
2017,9,Provinsi_31,416.23,1147.11
2017,9,Provinsi_32,347.87,1189.39
2017,9,Provinsi_33,361.67,1199.23
2017,9,Provinsi_34,280.61,1330.61
2017,10,Provinsi_1,275.42,1058.73
2017,10,Provinsi_2,274.16,1261.9
2017,10,Provinsi_3,369.6,1211.11
2017,10,Provinsi_4,365.91,1064.18
2017,10,Provinsi_5,277.84,1171.14
2017,10,Provinsi_6,294.27,1208.41
2017,10,Provinsi_7,334.55,1155.52
2017,10,Provinsi_8,306.95,1195.49
2017,10,Provinsi_9,253.71,1188.63
2017,10,Provinsi_10,292.82,1183.49
2017,10,Provinsi_11,301.59,1207.57
2017,10,Provinsi_12,278.39,1327.27
2017,10,Provinsi_13,241.53,1127.9
2017,10,Provinsi_14,439,1096.2
2017,10,Provinsi_15,232.31,1273.45
2017,10,Provinsi_16,196.14,1176.47
2017,10,Provinsi_17,407.29,1045.51
2017,10,Provinsi_18,200.9,1050.08
2017,10,Provinsi_19,344.92,1312.48
2017,10,Provinsi_20,274.37,1268.32
2017,10,Provinsi_21,369.51,1378.73
2017,10,Provinsi_22,287.68,969.85
2017,10,Provinsi_23,258.96,1157.32
2017,10,Provinsi_24,287.05,1181.21
2017,10,Provinsi_25,355.94,1327.44
2017,10,Provinsi_26,291.42,1309.85
2017,10,Provinsi_27,317.88,1206.45
2017,10,Provinsi_28,345.33,1207.23
2017,10,Provinsi_29,402.89,1056.16
2017,10,Provinsi_30,274.24,1187.35
2017,10,Provinsi_31,321.97,1326.8
2017,10,Provinsi_32,298.78,1057.78
2017,10,Provinsi_33,342.13,1275.5
2017,10,Provinsi_34,202.91,1199.62
2017,11,Provinsi_1,220.49,1133.53
2017,11,Provinsi_2,254.86,1280.93
2017,11,Provinsi_3,305.84,1071.44
2017,11,Provinsi_4,344,1056.62
2017,11,Provinsi_5,316.51,1118.6
2017,11,Provinsi_6,281.72,1250.43
2017,11,Provinsi_7,326.07,1333.7
2017,11,Provinsi_8,295.89,1230.65
2017,11,Provinsi_9,278.11,1218.2
2017,11,Provinsi_10,321.97,1190.17
2017,11,Provinsi_11,209.81,1233.15
2017,11,Provinsi_12,318.23,1131.98
2017,11,Provinsi_13,235.78,1347.59
2017,11,Provinsi_14,324.57,1177.09
2017,11,Provinsi_15,243.15,1117.82
2017,11,Provinsi_16,365.13,1213.77
2017,11,Provinsi_17,272.47,1250.97
2017,11,Provinsi_18,259.28,1350.08
2017,11,Provinsi_19,367.64,1153.34
2017,11,Provinsi_20,268.57,938.19
2017,11,Provinsi_21,225.92,1066.05
2017,11,Provinsi_22,306.76,1167.38
2017,11,Provinsi_23,232.73,1171.88
2017,11,Provinsi_24,325.27,1252.78
2017,11,Provinsi_25,205.02,1187.17
2017,11,Provinsi_26,230.83,1290.17
2017,11,Provinsi_27,339.21,1110.2
2017,11,Provinsi_28,261.7,1153.87
2017,11,Provinsi_29,187.36,1233.6
2017,11,Provinsi_30,286.36,1297.02
2017,11,Provinsi_31,245.08,1138.09
2017,11,Provinsi_32,224.67,1099.57
2017,11,Provinsi_33,240.9,1299.6
2017,11,Provinsi_34,265.09,1212.42
2017,12,Provinsi_1,280.96,1073.05
2017,12,Provinsi_2,291.58,1259.91
2017,12,Provinsi_3,239.61,1280.91
2017,12,Provinsi_4,257.51,1151.7
2017,12,Provinsi_5,326.53,1133.66
2017,12,Provinsi_6,301.88,1168.53
2017,12,Provinsi_7,306.47,961.93
2017,12,Provinsi_8,208.52,1261.6
2017,12,Provinsi_9,351.86,1108.95
2017,12,Provinsi_10,287.8,1229.47
2017,12,Provinsi_11,334.66,997.23
2017,12,Provinsi_12,255.7,1166.74
2017,12,Provinsi_13,335.16,1449.84
2017,12,Provinsi_14,288.6,1059.3
2017,12,Provinsi_15,320.11,1332.1
2017,12,Provinsi_16,305.4,1109.34
2017,12,Provinsi_17,347.9,1266.35
2017,12,Provinsi_18,248.7,1238.14
2017,12,Provinsi_19,349.86,1318.19
2017,12,Provinsi_20,296.68,1164.19
2017,12,Provinsi_21,361.36,1078.98
2017,12,Provinsi_22,321.93,1063
2017,12,Provinsi_23,353.27,1174.2
2017,12,Provinsi_24,363.43,1249.14
2017,12,Provinsi_25,238.84,1342.46
2017,12,Provinsi_26,377.56,1288.23
2017,12,Provinsi_27,261.92,1169.4
2017,12,Provinsi_28,307.27,1129.63
2017,12,Provinsi_29,384.62,1214.43
2017,12,Provinsi_30,164.83,1233.94
2017,12,Provinsi_31,282.59,1192.51
2017,12,Provinsi_32,281.57,1280.7
2017,12,Provinsi_33,355.98,1228.31
2017,12,Provinsi_34,283.03,1195.87
2018,1,Provinsi_1,300.98,1119.76
2018,1,Provinsi_2,328.95,1246
2018,1,Provinsi_3,377.02,1325.53
2018,1,Provinsi_4,265.72,1282.03
2018,1,Provinsi_5,252.45,1269.59
2018,1,Provinsi_6,274.17,1097.67
2018,1,Provinsi_7,314,932.54
2018,1,Provinsi_8,212.45,1182.25
2018,1,Provinsi_9,304.12,1163.07
2018,1,Provinsi_10,221.03,1118.21
2018,1,Provinsi_11,319.56,1258.18
2018,1,Provinsi_12,299.19,1315.68
2018,1,Provinsi_13,319.87,1125.25
2018,1,Provinsi_14,285.97,1059.71
2018,1,Provinsi_15,294.59,1311.21
2018,1,Provinsi_16,334.26,1340.2
2018,1,Provinsi_17,284.86,1334.61
2018,1,Provinsi_18,290.33,1347.16
2018,1,Provinsi_19,298.91,1270.72
2018,1,Provinsi_20,373.76,1180.66
2018,1,Provinsi_21,310.92,1328.89
2018,1,Provinsi_22,293.35,1067.91
2018,1,Provinsi_23,407.15,1153.02
2018,1,Provinsi_24,307.94,1315.6
2018,1,Provinsi_25,269.58,1099.21
2018,1,Provinsi_26,312.69,1020.69
2018,1,Provinsi_27,285.6,1224.5
2018,1,Provinsi_28,286.5,1045.65
2018,1,Provinsi_29,379.71,1210.35
2018,1,Provinsi_30,371.56,1174
2018,1,Provinsi_31,256,1226.92
2018,1,Provinsi_32,289.21,1082.22
2018,1,Provinsi_33,373.49,1137.77
2018,1,Provinsi_34,207.99,1332.82
2018,2,Provinsi_1,274.79,1139.22
2018,2,Provinsi_2,211.73,1374.09
2018,2,Provinsi_3,235.53,1205.84
2018,2,Provinsi_4,345.63,1242.17
2018,2,Provinsi_5,297.02,1029.83
2018,2,Provinsi_6,259.51,1218.78
2018,2,Provinsi_7,260.64,1220.34
2018,2,Provinsi_8,334.09,1296.25
2018,2,Provinsi_9,238.69,1419.66
2018,2,Provinsi_10,338.37,1199.83
2018,2,Provinsi_11,354.48,1436.54
2018,2,Provinsi_12,228.06,1177.47
2018,2,Provinsi_13,181.08,1219.27
2018,2,Provinsi_14,318.27,1196.08
2018,2,Provinsi_15,267.27,995.05
2018,2,Provinsi_16,318.68,1345.54
2018,2,Provinsi_17,270.45,1244.01
2018,2,Provinsi_18,221.59,1245.72
2018,2,Provinsi_19,280.33,1123.76
2018,2,Provinsi_20,261.98,1160.64
2018,2,Provinsi_21,319.12,1068.78
2018,2,Provinsi_22,280.14,1195.85
2018,2,Provinsi_23,245.05,1379.67
2018,2,Provinsi_24,257.33,1133.06
2018,2,Provinsi_25,251.08,1379.85
2018,2,Provinsi_26,327.65,1106.34
2018,2,Provinsi_27,355.31,1220.07
2018,2,Provinsi_28,312.86,1165.55
2018,2,Provinsi_29,262.53,1233.78
2018,2,Provinsi_30,272.75,1381.68
2018,2,Provinsi_31,236.54,1353.62
2018,2,Provinsi_32,294.43,1229.91
2018,2,Provinsi_33,341.66,1136.98
2018,2,Provinsi_34,343.21,929.25
2018,3,Provinsi_1,264,1107.59
2018,3,Provinsi_2,237.32,1178.5
2018,3,Provinsi_3,319.29,1270.27
2018,3,Provinsi_4,312.04,1133.43
2018,3,Provinsi_5,318.45,1212.43
2018,3,Provinsi_6,346.8,1277.69
2018,3,Provinsi_7,301.52,1110.27
2018,3,Provinsi_8,267.35,1145.02
2018,3,Provinsi_9,284.24,1226.81
2018,3,Provinsi_10,335.76,1194.89
2018,3,Provinsi_11,300.81,1214.33
2018,3,Provinsi_12,274.2,1107.46
2018,3,Provinsi_13,212.23,1130.49
2018,3,Provinsi_14,323.66,1129.71
2018,3,Provinsi_15,288.11,1246.64
2018,3,Provinsi_16,326.03,1092.05
2018,3,Provinsi_17,349.85,1312.74
2018,3,Provinsi_18,243.51,1117.62
2018,3,Provinsi_19,359.55,1185.31
2018,3,Provinsi_20,189.01,1060.03
2018,3,Provinsi_21,287.53,1083.7
2018,3,Provinsi_22,279.33,1203.24
2018,3,Provinsi_23,373.11,1170.95
2018,3,Provinsi_24,353.63,1342.88
2018,3,Provinsi_25,371.72,1228.48
2018,3,Provinsi_26,201.84,1246.08
2018,3,Provinsi_27,352.42,1191.89
2018,3,Provinsi_28,387.23,1285.98
2018,3,Provinsi_29,328.41,1308.64
2018,3,Provinsi_30,316.67,950.72
2018,3,Provinsi_31,275.04,1319.72
2018,3,Provinsi_32,259.62,1177.65
2018,3,Provinsi_33,247.76,1378.39
2018,3,Provinsi_34,384.07,1111.61
2018,4,Provinsi_1,307.36,1131.95
2018,4,Provinsi_2,330.75,1250.97
2018,4,Provinsi_3,340.59,1233.19
2018,4,Provinsi_4,446.77,1097.21
2018,4,Provinsi_5,214.47,1160.69
2018,4,Provinsi_6,221.6,1050.75
2018,4,Provinsi_7,249.93,1107.78
2018,4,Provinsi_8,252.27,1251.82
2018,4,Provinsi_9,274.69,1182.05
2018,4,Provinsi_10,344.71,1123.37
2018,4,Provinsi_11,286.77,1236.58
2018,4,Provinsi_12,202.92,961.51
2018,4,Provinsi_13,317.31,1249.2
2018,4,Provinsi_14,403.21,1215.81
2018,4,Provinsi_15,340.99,1180.45
2018,4,Provinsi_16,314.86,1366.73
2018,4,Provinsi_17,193.8,1241.36
2018,4,Provinsi_18,406.78,1228.2
2018,4,Provinsi_19,382.53,1137.08
2018,4,Provinsi_20,298.4,1203.35
2018,4,Provinsi_21,189.12,1083.18
2018,4,Provinsi_22,245.16,1282.21
2018,4,Provinsi_23,343.61,1232.4
2018,4,Provinsi_24,341.21,1183.59
2018,4,Provinsi_25,360.1,1200.88
2018,4,Provinsi_26,302.89,1173.44
2018,4,Provinsi_27,334.22,1157.88
2018,4,Provinsi_28,348.82,1086.79
2018,4,Provinsi_29,245.05,1268.74
2018,4,Provinsi_30,295.57,1154.61
2018,4,Provinsi_31,344.5,1139.27
2018,4,Provinsi_32,289.99,1339.92
2018,4,Provinsi_33,376.96,1357.24
2018,4,Provinsi_34,285.89,1323.07
2018,5,Provinsi_1,252.55,1109.31
2018,5,Provinsi_2,182.48,1367.29
2018,5,Provinsi_3,256.8,1187.35
2018,5,Provinsi_4,254.48,1269.52
2018,5,Provinsi_5,281.22,1069.52
2018,5,Provinsi_6,322.08,1056.63
2018,5,Provinsi_7,258.13,989.31
2018,5,Provinsi_8,228.8,1217.85
2018,5,Provinsi_9,201.77,1051.89
2018,5,Provinsi_10,299.88,1145.64
2018,5,Provinsi_11,399.6,1383.39
2018,5,Provinsi_12,256.6,1255.71
2018,5,Provinsi_13,337.46,1140.25
2018,5,Provinsi_14,225.22,1198.77
2018,5,Provinsi_15,291.36,1156.42
2018,5,Provinsi_16,322.12,1124.93
2018,5,Provinsi_17,242.4,1210.91
2018,5,Provinsi_18,319.3,1082.34
2018,5,Provinsi_19,346.4,1022.95
2018,5,Provinsi_20,271.09,1174.2
2018,5,Provinsi_21,268.19,1143.49
2018,5,Provinsi_22,393.55,1114.91
2018,5,Provinsi_23,422.06,1243.71
2018,5,Provinsi_24,304.6,1247.62
2018,5,Provinsi_25,426.5,1100.64
2018,5,Provinsi_26,243.98,1124.51
2018,5,Provinsi_27,301.61,1027.42
2018,5,Provinsi_28,301.12,1369.35
2018,5,Provinsi_29,307.57,1170.73
2018,5,Provinsi_30,269.09,1289.85
2018,5,Provinsi_31,258.71,1384.64
2018,5,Provinsi_32,396.67,1225.68
2018,5,Provinsi_33,299.42,1303.07
2018,5,Provinsi_34,354.74,1119.4
2018,6,Provinsi_1,273.67,1067.77
2018,6,Provinsi_2,320.45,1266.66
2018,6,Provinsi_3,232.5,1154.48
2018,6,Provinsi_4,232.64,1110.12
2018,6,Provinsi_5,327.55,1126.65
2018,6,Provinsi_6,284.96,1037.27
2018,6,Provinsi_7,309.35,1195.57
2018,6,Provinsi_8,263.55,1181.1
2018,6,Provinsi_9,309.01,1118.51
2018,6,Provinsi_10,226.19,1380.56
2018,6,Provinsi_11,268.34,1190.32
2018,6,Provinsi_12,350.54,1552.91
2018,6,Provinsi_13,237.78,1244.98
2018,6,Provinsi_14,264.62,1146.12
2018,6,Provinsi_15,263.99,1087.43
2018,6,Provinsi_16,297.94,1052.55
2018,6,Provinsi_17,347.34,1205.5
2018,6,Provinsi_18,321.12,1153.38
2018,6,Provinsi_19,281.64,1228.76
2018,6,Provinsi_20,241.8,1164.2
2018,6,Provinsi_21,257.02,1110.94
2018,6,Provinsi_22,194.51,1333.93
2018,6,Provinsi_23,265.67,1316.34
2018,6,Provinsi_24,353.44,1071.4
2018,6,Provinsi_25,245.58,1456.05
2018,6,Provinsi_26,387.55,1196.85
2018,6,Provinsi_27,312.87,1136.92
2018,6,Provinsi_28,321.62,1128.28
2018,6,Provinsi_29,198.38,1067.84
2018,6,Provinsi_30,301.05,1086.89
2018,6,Provinsi_31,296.64,1092.53
2018,6,Provinsi_32,260.88,1285.32
2018,6,Provinsi_33,312.37,1199.03
2018,6,Provinsi_34,343.95,1248.06
2018,7,Provinsi_1,372.33,1154.01
2018,7,Provinsi_2,278.52,1069.89
2018,7,Provinsi_3,278.55,1296.48
2018,7,Provinsi_4,365,1296.03
2018,7,Provinsi_5,210.29,1308.31
2018,7,Provinsi_6,208.07,1289.81
2018,7,Provinsi_7,281.61,1270.25
2018,7,Provinsi_8,233.38,1317.12
2018,7,Provinsi_9,226.75,1133.15
2018,7,Provinsi_10,250.1,1024.57
2018,7,Provinsi_11,304.73,1380.61
2018,7,Provinsi_12,433.35,1209.72
2018,7,Provinsi_13,355.83,1223.21
2018,7,Provinsi_14,324.94,1165.79
2018,7,Provinsi_15,309.75,1253.75
2018,7,Provinsi_16,271.08,1192.25
2018,7,Provinsi_17,297.08,1282.64
2018,7,Provinsi_18,246.7,1194.85
2018,7,Provinsi_19,395.6,1316.41
2018,7,Provinsi_20,367.46,1202.44
2018,7,Provinsi_21,316.05,1300.22
2018,7,Provinsi_22,378.01,1004.84
2018,7,Provinsi_23,234.23,1330.94
2018,7,Provinsi_24,286.16,1132.83
2018,7,Provinsi_25,237.29,1144.5
2018,7,Provinsi_26,229.88,1409.11
2018,7,Provinsi_27,298.88,1194.2
2018,7,Provinsi_28,329.4,1296.23
2018,7,Provinsi_29,347.29,1307.36
2018,7,Provinsi_30,268.46,1170.21
2018,7,Provinsi_31,338.45,1147.26
2018,7,Provinsi_32,299.74,1239.88
2018,7,Provinsi_33,339.26,1022.23
2018,7,Provinsi_34,335.74,1176.63
2018,8,Provinsi_1,335.37,1277.69
2018,8,Provinsi_2,380.4,1335.35
2018,8,Provinsi_3,367.33,1344.37
2018,8,Provinsi_4,314.57,1203.22
2018,8,Provinsi_5,343.64,1273.21
2018,8,Provinsi_6,284.55,1240.48
2018,8,Provinsi_7,298.25,1114.61
2018,8,Provinsi_8,364.52,1205.52
2018,8,Provinsi_9,402.44,1037.45
2018,8,Provinsi_10,272.16,1203.26
2018,8,Provinsi_11,356.87,1239.95
2018,8,Provinsi_12,315.52,1087.27
2018,8,Provinsi_13,242.15,1232.25
2018,8,Provinsi_14,231.79,1146.81
2018,8,Provinsi_15,325.05,1101.77
2018,8,Provinsi_16,380.27,1322.39
2018,8,Provinsi_17,221.43,1106.76
2018,8,Provinsi_18,185.71,1121.74
2018,8,Provinsi_19,338.32,1158.61
2018,8,Provinsi_20,323.04,1047.77
2018,8,Provinsi_21,339.9,1144.49
2018,8,Provinsi_22,300.61,1190.71
2018,8,Provinsi_23,236.42,1084.69
2018,8,Provinsi_24,348.39,1239.9
2018,8,Provinsi_25,352.5,1232.47
2018,8,Provinsi_26,307.15,1027.4
2018,8,Provinsi_27,286.48,1197.26
2018,8,Provinsi_28,397.66,1268.7
2018,8,Provinsi_29,376.8,1259.75
2018,8,Provinsi_30,264.43,1211.71
2018,8,Provinsi_31,311.81,1106.08
2018,8,Provinsi_32,280.78,1179.42
2018,8,Provinsi_33,380.28,991.93
2018,8,Provinsi_34,360.29,1106.32
2018,9,Provinsi_1,231.4,1317.99
2018,9,Provinsi_2,336.59,1325.45
2018,9,Provinsi_3,340.04,1405.98
2018,9,Provinsi_4,327.94,1184.35
2018,9,Provinsi_5,317.15,1324.35
2018,9,Provinsi_6,261.03,1134.81
2018,9,Provinsi_7,284.55,989.54
2018,9,Provinsi_8,306.9,1011.39
2018,9,Provinsi_9,302.65,1286.53
2018,9,Provinsi_10,276.16,1367.71
2018,9,Provinsi_11,226.97,1319.13
2018,9,Provinsi_12,333.76,1028.4
2018,9,Provinsi_13,435.54,1193.63
2018,9,Provinsi_14,256.13,1059.29
2018,9,Provinsi_15,289,1187.26
2018,9,Provinsi_16,305.13,1170.22
2018,9,Provinsi_17,331.66,1161.24
2018,9,Provinsi_18,203.25,1185.06
2018,9,Provinsi_19,181.63,1235.38
2018,9,Provinsi_20,251.03,1216.34
